,protocol,use_case,testbed,transmitters,project_name,center_freq,rec_length,decimation,sdr,hw_sample_rate,effective_sample_rate,signal_type,date_recorded,time_recorded,author,sample_rate,packet_per_block,samples_per_packet
174,unknown,ambient,queen_street,ambient,none,2620000000.0,9000000,1,synthetic_sdr,61440000.0,61440000.0,Recorded Baseband-IQ,10-11,234705,,,,
175,unknown,ambient,queen_street,ambient,none,2620000000.0,9000000,1,synthetic_sdr,61440000.0,61440000.0,Recorded Baseband-IQ,10-11,234909,,,,
176,unknown,ambient,queen_street,ambient,none,2620000000.0,150000,1,USRPX300,61440000.0,61440000.0,Recorded Baseband-IQ,10-10,235038,,,,
177,unknown,ambient,queen_street,ambient,none,2620000000.0,9000000,1,USRPX300,61440000.0,61440000.0,Recorded Baseband-IQ,10-11,235044,,,,
178,unknown,ambient,queen_street,ambient,none,2620000000.0,1500000,1,USRPX300,61440000.0,61440000.0,Recorded Baseband-IQ,10-10,235144,,,,
179,unknown,ambient,queen_street,ambient,none,2620000000.0,1500000,1,USRPX300,61440000.0,61440000.0,Recorded Baseband-IQ,10-10,235437,,,,
180,unknown,ambient,queen_street,ambient,none,2620000000.0,1500000,1,USRPX300,61440000.0,61440000.0,Recorded Baseband-IQ,10-10,235548,,,,
181,unknown,ambient,queen_street,ambient,none,2620000000.0,1500000,1,USRPX300,61440000.0,61440000.0,Recorded Baseband-IQ,10-10,235704,,,,
182,unknown,ambient,queen_street,ambient,none,2620000000.0,1500000,1,USRPX300,61440000.0,61440000.0,Recorded Baseband-IQ,10-10,235742,,,,
183,unknown,ambient,queen_street,ambient,none,2620000000.0,9000000,1,USRPX300,61440000.0,61440000.0,Recorded Baseband-IQ,10-11,235828,,,,
184,unknown,ambient,queen_street,ambient,none,2620000000.0,1500000,1,USRPX300,61440000.0,61440000.0,Recorded Baseband-IQ,10-10,235835,,,,
185,unknown,ambient,queen_street,ambient,none,2620000000.0,9000000,1,synthetic_sdr,61440000.0,61440000.0,Recorded Baseband-IQ,10-11,235924,,,,
186,unknown,ambient,queen_street_supervisor,ambient,LnC,2623333333.0,2000000,1,BladeRF,20000000.0,20000000.0,Recorded Baseband-IQ,11-06,164549,,,,
187,unknown,ambient,queen_street_supervisor,ambient,LnC,2623333333.0,4000000,1,BladeRF,40000000.0,40000000.0,Recorded Baseband-IQ,11-06,164606,,,,
188,unknown,ambient,queen_street_supervisor,ambient,LnC,2623333333.0,2000000,1,USRPX300,20000000.0,20000000.0,Recorded Baseband-IQ,11-06,165138,,,,
189,unknown,ambient,queen_street_supervisor,ambient,LnC,2623333333.0,4000000,1,USRPX300,40000000.0,40000000.0,Recorded Baseband-IQ,11-06,165158,,,,
190,unknown,ambient,queen_street_supervisor,ambient,LnC,2626666666.0,1000000,1,BladeRF,10000000.0,10000000.0,Recorded Baseband-IQ,11-06,164516,,,,
191,unknown,ambient,queen_street_supervisor,ambient,LnC,2626666666.0,1000000,1,BladeRF,10000000.0,10000000.0,Recorded Baseband-IQ,11-06,164532,,,,
192,unknown,ambient,queen_street_supervisor,ambient,LnC,2626666666.0,2000000,1,BladeRF,20000000.0,20000000.0,Recorded Baseband-IQ,11-06,164552,,,,
193,unknown,ambient,queen_street_supervisor,ambient,LnC,2626666666.0,1000000,1,USRPX300,10000000.0,10000000.0,Recorded Baseband-IQ,11-06,165122,,,,
194,unknown,ambient,queen_street_supervisor,ambient,LnC,2626666666.0,2000000,1,USRPX300,20000000.0,20000000.0,Recorded Baseband-IQ,11-06,165141,,,,
195,unknown,ambient,queen_street_supervisor,ambient,LnC,2628333333.0,1000000,1,BladeRF,10000000.0,10000000.0,Recorded Baseband-IQ,11-06,164536,,,,
196,unknown,ambient,queen_street_supervisor,ambient,LnC,2628333333.0,1000000,1,USRPX300,10000000.0,10000000.0,Recorded Baseband-IQ,11-06,165125,,,,
197,unknown,ambient,queen_street_supervisor,ambient,LnC,2630000000.0,1000000,1,BladeRF,10000000.0,10000000.0,Recorded Baseband-IQ,11-06,164539,,,,
198,unknown,ambient,queen_street_supervisor,ambient,LnC,2630000000.0,2000000,1,BladeRF,20000000.0,20000000.0,Recorded Baseband-IQ,11-06,164555,,,,
199,unknown,ambient,queen_street_supervisor,ambient,LnC,2630000000.0,4000000,1,BladeRF,40000000.0,40000000.0,Recorded Baseband-IQ,11-06,164608,,,,
200,unknown,ambient,queen_street_supervisor,ambient,LnC,2630000000.0,6000000,1,BladeRF,60000000.0,60000000.0,Recorded Baseband-IQ,11-06,164621,,,,
201,unknown,ambient,queen_street_supervisor,ambient,LnC,2630000000.0,1000000,1,USRPX300,10000000.0,10000000.0,Recorded Baseband-IQ,11-06,165128,,,,
202,unknown,ambient,queen_street_supervisor,ambient,LnC,2630000000.0,2000000,1,USRPX300,20000000.0,20000000.0,Recorded Baseband-IQ,11-06,165145,,,,
203,unknown,ambient,queen_street_supervisor,ambient,LnC,2630000000.0,4000000,1,USRPX300,40000000.0,40000000.0,Recorded Baseband-IQ,11-06,165201,,,,
204,unknown,ambient,queen_street_supervisor,ambient,LnC,2630000000.0,6000000,1,USRPX300,60000000.0,60000000.0,Recorded Baseband-IQ,11-06,165217,,,,
205,unknown,ambient,queen_street_supervisor,ambient,LnC,2631666666.0,1000000,1,BladeRF,10000000.0,10000000.0,Recorded Baseband-IQ,11-06,164543,,,,
206,unknown,ambient,queen_street_supervisor,ambient,LnC,2631666666.0,1000000,1,USRPX300,10000000.0,10000000.0,Recorded Baseband-IQ,11-06,165132,,,,
207,unknown,ambient,queen_street_supervisor,ambient,LnC,2633333333.0,1000000,1,BladeRF,10000000.0,10000000.0,Recorded Baseband-IQ,11-06,164546,,,,
208,unknown,ambient,queen_street_supervisor,ambient,LnC,2633333333.0,2000000,1,BladeRF,20000000.0,20000000.0,Recorded Baseband-IQ,11-06,164558,,,,
209,unknown,ambient,queen_street_supervisor,ambient,LnC,2633333333.0,1000000,1,USRPX300,10000000.0,10000000.0,Recorded Baseband-IQ,11-06,165135,,,,
210,unknown,ambient,queen_street_supervisor,ambient,LnC,2633333333.0,2000000,1,USRPX300,20000000.0,20000000.0,Recorded Baseband-IQ,11-06,165148,,,,
211,unknown,ambient,queen_street_supervisor,ambient,LnC,2636666666.0,2000000,1,BladeRF,20000000.0,20000000.0,Recorded Baseband-IQ,11-06,164600,,,,
212,unknown,ambient,queen_street_supervisor,ambient,LnC,2636666666.0,4000000,1,BladeRF,40000000.0,40000000.0,Recorded Baseband-IQ,11-06,164611,,,,
213,unknown,ambient,queen_street_supervisor,ambient,LnC,2636666666.0,2000000,1,USRPX300,20000000.0,20000000.0,Recorded Baseband-IQ,11-06,165151,,,,
214,unknown,ambient,queen_street_supervisor,ambient,LnC,2636666666.0,4000000,1,USRPX300,40000000.0,40000000.0,Recorded Baseband-IQ,11-06,165204,,,,
215,unknown,ambient,queen_street_supervisor,ambient,LnC,2640000000.0,6000000,1,BladeRF,60000000.0,60000000.0,Recorded Baseband-IQ,11-06,164623,,,,
216,unknown,ambient,queen_street_supervisor,ambient,LnC,2640000000.0,6000000,1,USRPX300,60000000.0,60000000.0,Recorded Baseband-IQ,11-06,165220,,,,
217,unknown,ambient,queen_street_supervisor,ambient,LnC,2643333333.0,4000000,1,BladeRF,40000000.0,40000000.0,Recorded Baseband-IQ,11-06,164613,,,,
218,unknown,ambient,queen_street_supervisor,ambient,LnC,2643333333.0,4000000,1,USRPX300,40000000.0,40000000.0,Recorded Baseband-IQ,11-06,165207,,,,
219,unknown,ambient,queen_street_supervisor,ambient,LnC,2650000000.0,6000000,1,BladeRF,60000000.0,60000000.0,Recorded Baseband-IQ,11-06,164626,,,,
220,unknown,ambient,queen_street_supervisor,ambient,LnC,2650000000.0,6000000,1,USRPX300,60000000.0,60000000.0,Recorded Baseband-IQ,11-06,165223,,,,
221,5G20,video_streaming,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,045318,qoherent,23040000.0,,
222,5G20,video_streaming,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,045319,qoherent,23040000.0,,
223,5G20,video_streaming,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,045320,qoherent,23040000.0,,
224,5G20,video_streaming,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,045321,qoherent,23040000.0,,
225,5G20,video_streaming,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,045322,qoherent,23040000.0,,
226,5G20,video_streaming,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,045323,qoherent,23040000.0,,
227,5G20,video_streaming,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,045324,qoherent,23040000.0,,
228,5G20,video_streaming,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,045325,qoherent,23040000.0,,
229,5G20,video_streaming,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,045326,qoherent,23040000.0,,
230,5G20,video_streaming,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,045327,qoherent,23040000.0,,
231,5G20,ambient,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,044553,qoherent,23040000.0,,
232,5G20,ambient,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,044554,qoherent,23040000.0,,
233,5G20,ambient,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,044555,qoherent,23040000.0,,
234,5G20,ambient,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,044556,qoherent,23040000.0,,
235,5G20,ambient,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,044557,qoherent,23040000.0,,
236,5G20,ambient,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,044558,qoherent,23040000.0,,
237,5G20,ambient,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,044559,qoherent,23040000.0,,
238,5G20,ambient,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,044600,qoherent,23040000.0,,
239,5G20,ambient,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,044601,qoherent,23040000.0,,
240,5G20,ambient,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,044602,qoherent,23040000.0,,
241,5G20,meeting,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,051704,qoherent,23040000.0,,
242,5G20,meeting,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,051705,qoherent,23040000.0,,
243,5G20,meeting,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,051706,qoherent,23040000.0,,
244,5G20,meeting,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,051707,qoherent,23040000.0,,
245,5G20,meeting,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,051708,qoherent,23040000.0,,
246,5G20,meeting,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,051709,qoherent,23040000.0,,
247,5G20,meeting,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,051710,qoherent,23040000.0,,
248,5G20,meeting,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,051711,qoherent,23040000.0,,
249,5G20,meeting,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,051712,qoherent,23040000.0,,
250,5G20,meeting,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,051713,qoherent,23040000.0,,
251,5G20,meeting,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,051714,qoherent,23040000.0,,
252,5G20,meeting,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,051715,qoherent,23040000.0,,
253,5G40,video_streaming,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,053601,qoherent,46080000.0,,
254,5G40,video_streaming,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,053602,qoherent,46080000.0,,
255,5G40,video_streaming,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,053603,qoherent,46080000.0,,
256,5G40,video_streaming,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,053604,qoherent,46080000.0,,
257,5G40,video_streaming,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,053605,qoherent,46080000.0,,
258,5G40,video_streaming,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,053606,qoherent,46080000.0,,
259,5G40,video_streaming,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,053607,qoherent,46080000.0,,
260,5G40,video_streaming,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,053608,qoherent,46080000.0,,
261,5G40,video_streaming,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,053609,qoherent,46080000.0,,
262,5G40,video_streaming,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,053610,qoherent,46080000.0,,
263,5G40,ambient,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,053141,qoherent,46080000.0,,
264,5G40,ambient,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,053142,qoherent,46080000.0,,
265,5G40,ambient,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,053143,qoherent,46080000.0,,
266,5G40,ambient,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,053144,qoherent,46080000.0,,
267,5G40,ambient,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,053145,qoherent,46080000.0,,
268,5G40,ambient,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,053146,qoherent,46080000.0,,
269,5G40,ambient,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,053147,qoherent,46080000.0,,
270,5G40,ambient,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,053148,qoherent,46080000.0,,
271,5G40,ambient,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,053149,qoherent,46080000.0,,
272,5G40,ambient,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,053150,qoherent,46080000.0,,
273,5G40,meeting,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,053841,qoherent,46080000.0,,
274,5G40,meeting,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,053842,qoherent,46080000.0,,
275,5G40,meeting,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,053843,qoherent,46080000.0,,
276,5G40,meeting,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,053844,qoherent,46080000.0,,
277,5G40,meeting,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,053845,qoherent,46080000.0,,
278,5G40,meeting,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,053846,qoherent,46080000.0,,
279,5G40,meeting,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,053847,qoherent,46080000.0,,
280,5G40,meeting,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,053848,qoherent,46080000.0,,
281,5G40,meeting,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,053849,qoherent,46080000.0,,
282,5G40,meeting,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,053850,qoherent,46080000.0,,
283,5G60,video_streaming,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,055313,qoherent,61440000.0,,
284,5G60,video_streaming,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,055314,qoherent,61440000.0,,
285,5G60,video_streaming,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,055315,qoherent,61440000.0,,
286,5G60,video_streaming,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,055316,qoherent,61440000.0,,
287,5G60,video_streaming,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,055317,qoherent,61440000.0,,
288,5G60,video_streaming,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,055318,qoherent,61440000.0,,
289,5G60,video_streaming,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,055320,qoherent,61440000.0,,
290,5G60,video_streaming,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,055321,qoherent,61440000.0,,
291,5G60,video_streaming,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,055322,qoherent,61440000.0,,
292,5G60,ambient,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,055203,qoherent,61440000.0,,
293,5G60,ambient,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,055204,qoherent,61440000.0,,
294,5G60,ambient,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,055205,qoherent,61440000.0,,
295,5G60,ambient,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,055206,qoherent,61440000.0,,
296,5G60,ambient,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,055207,qoherent,61440000.0,,
297,5G60,ambient,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,055208,qoherent,61440000.0,,
298,5G60,ambient,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,055209,qoherent,61440000.0,,
299,5G60,ambient,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,055210,qoherent,61440000.0,,
300,5G60,ambient,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,055211,qoherent,61440000.0,,
301,5G60,ambient,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,055212,qoherent,61440000.0,,
302,5G60,meeting,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,054657,qoherent,61440000.0,,
303,5G60,meeting,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,054658,qoherent,61440000.0,,
304,5G60,meeting,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,054659,qoherent,61440000.0,,
305,5G60,meeting,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,054700,qoherent,61440000.0,,
306,5G60,meeting,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,054701,qoherent,61440000.0,,
307,5G60,meeting,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,054702,qoherent,61440000.0,,
308,5G60,meeting,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,054703,qoherent,61440000.0,,
309,5G60,meeting,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,054704,qoherent,61440000.0,,
310,5G60,meeting,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,054705,qoherent,61440000.0,,
311,5G60,meeting,riaran_gnodeb,gnb_pixel,RIARAN,3775000000.0,1996000,1,USRP_X310_gnodeb,,,Recorded Baseband-IQ,01-11,054706,qoherent,61440000.0,,
312,5G20,download,ENCQOR,basestation,ENCQOR,3440,16834528,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-02,124743,,,256,65504.0
313,5G40,download,ENCQOR,"basestation,UE",ENCQOR,3440,13100800,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-20,113726,,,200,65504.0
314,5G40,upload,ENCQOR,UE,ENCQOR,3440,13100800,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-20,114050,,,200,65504.0
315,5G40,upload,ENCQOR,UE,ENCQOR,3440,13100800,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-20,114322,,,200,65504.0
316,5G40,upload,ENCQOR,UE,ENCQOR,3440,13100800,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-20,114426,,,200,65504.0
317,5G40,upload,ENCQOR,UE,ENCQOR,3440,13100800,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-20,114531,,,200,65504.0
318,5G40,upload,ENCQOR,UE,ENCQOR,3440,13100800,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-20,114648,,,200,65504.0
319,5G40,upload,ENCQOR,UE,ENCQOR,3440,13100800,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-20,114750,,,200,65504.0
320,5G40,upload,ENCQOR,UE,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-20,115011,,,500,65504.0
321,5G40,upload,ENCQOR,UE,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-20,115556,,,500,65504.0
322,5G40,upload,ENCQOR,UE,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-20,115816,,,500,65504.0
323,5G40,upload,ENCQOR,UE,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-20,120036,,,500,65504.0
324,5G40,upload,ENCQOR,UE,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-20,120222,,,500,65504.0
325,5G40,download,ENCQOR,"basestation,UE",ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-20,120421,,,500,65504.0
326,5G40,download,ENCQOR,"basestation,UE",ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-20,120558,,,500,65504.0
327,5G40,download,ENCQOR,"basestation,UE",ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-20,120736,,,500,65504.0
